Wavelength (um), Flux (#/m2/s/um)
0.6030000428974691,4.451493741438964e+21
0.6040000428934296,4.537019563815986e+21
0.6050000428892256,4.536612506319421e+21
0.6060000428848562,4.5218410990461843e+21
0.6070000428803203,4.556498678469737e+21
0.6080000428756168,4.5490076099812267e+21
0.6090000428707449,4.5218462324703473e+21
0.6100000428657033,4.509925139964434e+21
0.611000042860491,4.494249602486913e+21
0.6120000428551071,4.56938449955316e+21
0.6130000428495503,4.512046609279081e+21
0.6140000428438197,4.3818600124941504e+21
0.6150000428379142,4.55029723072977e+21
0.6160000428318326,4.437686748574541e+21
0.6170000428255739,4.388360653010834e+21
0.6180000428191369,4.562227164445035e+21
0.6190000428125206,4.591110604628903e+21
0.6200000428057238,4.600400254319332e+21
0.6210000427987454,4.627515207954373e+21
0.6220000427915844,4.468072835876384e+21
0.6230000427842395,4.442639158831743e+21
